No,Keywords,Volume,CPC,Paid Difficulty,Seo Difficulty,Position,Est. Visits,Ranking Url
58,functional and non functional requirements,5400,₹0,1,54,31,0,http://scand.com/wp-content/uploads/2021/07/Functional-vs-Non-Functional-Requirements-The-Definitive-Guide.pdf
59,ui development,5400,₹34.26,2,55,66,0,http://scand.com/services/ui-ux-design-and-development-services/
60,software of cad,5400,₹14.45,24,61,82,0,http://scand.com/expertise/cad-software-development/
61,javascript vs java,5400,₹1.65,1,57,93,0,http://scand.com/company/blog/java-vs-javascript/
62,mvc asp net,5400,₹16.10,2,66,39,0,http://scand.com/products/asp-net-mvc-modules/
63,what is typescript,5400,₹0,1,65,52,0,http://scand.com/company/blog/typescript-vs-javascript/
64,bookreader app,5400,₹19.81,39,71,88,0,http://scand.com/portfolio/ebook-reader-app/
65,differences between java and python,5400,₹1.65,1,57,58,0,http://scand.com/company/blog/python-vs-java/
66,asp net with mvc,5400,₹8.67,3,59,43,0,http://scand.com/products/asp-net-mvc-modules/
67,cad software,5400,₹14.45,24,63,90,0,http://scand.com/expertise/cad-software-development/
68,spring boot java,5400,₹6.60,6,73,83,0,http://scand.com/company/blog/pros-and-cons-of-using-spring-boot/
69,nfc on phone,5400,₹1.24,19,77,88,0,http://scand.com/company/blog/what-are-nfc-mobile-payments-and-how-do-they-work/
70,difference between python and java,5400,₹3.71,1,54,77,0,http://scand.com/company/blog/python-vs-java/
71,gateway api aws,5400,₹379.31,1,76,76,0,http://scand.com/products/aws-api-gateway-client/
72,incremental model in software engineering,5400,₹6.60,1,41,54,0,http://scand.com/company/blog/incremental-vs-spiral/
73,diffrence between java and python,5400,₹1.65,1,54,55,0,http://scand.com/company/blog/python-vs-java/
74,asp.net with mvc,5400,₹16.10,2,66,55,0,http://scand.com/products/asp-net-mvc-modules/
75,what is e bank,5400,₹0,1,55,46,0,http://scand.com/company/blog/e-banking-overview/
76,techstack,5400,₹33.43,1,48,88,0,http://scand.com/company/blog/choosing-a-technology-stack/
77,what are single page apps,5400,₹24.76,2,65,69,0,http://scand.com/services/web-application-development/single-page-web-app-development/
78,tech stack,5400,₹33.43,1,52,40,0,http://scand.com/company/blog/choosing-a-technology-stack/
79,java spring boot,5400,₹6.60,6,70,88,0,http://scand.com/company/blog/pros-and-cons-of-using-spring-boot/
80,difference between java and python,5400,₹1.65,1,54,57,0,http://scand.com/company/blog/python-vs-java/
81,differences between python and java,5400,₹1.65,1,55,75,0,http://scand.com/company/blog/python-vs-java/
82,java vs javascript,5400,₹1.65,1,59,78,0,http://scand.com/company/blog/java-vs-javascript/
83,eclipse ide for java developers,4400,₹0,1,60,9,34,http://scand.com/company/blog/eclipse-ide-for-java-developers/
84,e publishing,4400,₹40.45,1,55,4,7,http://scand.com/company/blog/e-publishing-the-last-word-of-digitalization/
85,software requirement specification,4400,₹30.13,1,56,23,5,http://scand.com/company/blog/how-to-write-software-requirements-specification-srs/
86,epublishing,4400,₹40.45,1,57,22,1,http://scand.com/company/blog/e-publishing-the-last-word-of-digitalization/
87,nft marketplace development,4400,"₹1,867.65",8,46,65,0,http://scand.com/company/blog/how-to-develop-an-nft-marketplace/
88,how do agile and devops interrelate,4400,₹52.01,1,47,53,0,http://scand.com/company/blog/agile-devops-services/
89,web front end development,4400,₹20.64,19,75,58,0,http://scand.com/services/front-end-development-services/
90,web frontend developer,4400,₹20.64,19,71,56,0,http://scand.com/services/front-end-development-services/
91,methodologies waterfall,4400,₹1.24,2,71,88,0,http://scand.com/company/blog/waterfall-vs-rad/
92,nft market development,4400,"₹1,867.65",8,43,56,0,http://scand.com/company/blog/how-to-develop-an-nft-marketplace/
93,web developer front end,4400,₹32.19,26,72,84,0,http://scand.com/services/front-end-development-services/
94,technological trends,4400,₹89.15,5,62,82,0,http://scand.com/company/blog/new-technological-advances-in-the-e-commerce-industry/
95,non functional requirements,4400,₹2.06,1,58,52,0,http://scand.com/company/blog/functional-vs-non-functional-requirements/
96,software requirements specification,4400,₹30.13,1,57,62,0,http://scand.com/company/blog/how-to-write-software-requirements-specification-srs/
97,incremental model,4400,₹0,1,50,64,0,http://scand.com/company/blog/incremental-vs-spiral/
98,software requirements specifications,4400,₹30.13,1,56,56,0,http://scand.com/company/blog/how-to-write-software-requirements-specification-srs/
99,frameworks php,4400,₹7.43,1,54,63,0,http://scand.com/company/blog/top-5-php-frameworks-for-web-development/
100,frameworks of php,4400,₹7.43,1,56,89,0,http://scand.com/company/blog/top-5-php-frameworks-for-web-development/
101,dotnet developers,4400,₹33.84,5,57,91,0,http://scand.com/hire-net-developers/
102,non functional requirement,4400,₹2.06,1,55,64,0,http://scand.com/company/blog/functional-vs-non-functional-requirements/
103,framework php,4400,₹3.71,1,54,81,0,http://scand.com/company/blog/top-5-php-frameworks-for-web-development/
104,cities in poland,3600,₹4.54,1,45,22,5,http://scand.com/company/blog/it-cities-in-poland/
105,city in poland,3600,₹4.54,1,45,28,4,http://scand.com/company/blog/it-cities-in-poland/
106,poland cities,3600,₹4.54,1,45,15,3,http://scand.com/company/blog/it-cities-in-poland/
107,polish cities,3600,₹4.54,1,49,17,2,http://scand.com/company/blog/it-cities-in-poland/
108,best programming languages,3600,₹15.68,2,57,65,0,http://scand.com/company/blog/top-programming-languages-to-use/
109,python web developers,3600,₹20.22,24,54,86,0,http://scand.com/technologies/python/
110,what is an api in java,3600,₹1.24,1,61,42,0,http://scand.com/company/blog/how-to-use-api-with-java/
111,ide c,3600,₹0,1,64,98,0,http://scand.com/company/blog/best-c-and-c-plus-plus-ides-for-software-developers/
112,web development in python,3600,₹23.11,23,58,97,0,http://scand.com/company/blog/php-vs-python/
113,single page applications,3600,₹57.37,1,65,88,0,http://scand.com/services/web-application-development/single-page-web-app-development/
114,php programmers,3600,₹27.65,1,60,33,0,http://scand.com/hire-php-developers/
115,oop advantages,3600,₹0,1,47,96,0,http://scand.com/company/blog/functional-programming-vs-oop/
116,functional requirements,3600,₹0,1,49,44,0,http://scand.com/company/blog/functional-vs-non-functional-requirements/
117,best programming language,3600,₹15.68,2,57,94,0,http://scand.com/company/blog/top-programming-languages-to-use/
118,web front end developer,3600,₹33.02,31,72,70,0,http://scand.com/services/front-end-development-services/
119,infrastructure code,3600,₹107.31,6,73,59,0,http://scand.com/company/blog/infrastructure-as-code/
120,advantages of oop,3600,₹0,1,46,81,0,http://scand.com/company/blog/functional-programming-vs-oop/
121,spring vs spring boot,3600,₹0,1,49,72,0,http://scand.com/company/blog/pros-and-cons-of-using-spring-boot/
122,single page application,3600,₹57.37,1,68,93,0,http://scand.com/services/web-application-development/single-page-web-app-development/
123,what is edi,3600,₹14.45,1,60,53,0,http://scand.com/company/blog/what-are-edi-systems-software-solutions-2023/
124,poland city,3600,₹4.54,1,55,37,0,http://scand.com/company/blog/it-cities-in-poland/
125,programming languages best,3600,₹16.10,3,61,81,0,http://scand.com/company/blog/top-programming-languages-to-use/
126,advantage of oop,3600,₹0,1,45,81,0,http://scand.com/company/blog/functional-programming-vs-oop/
127,best program language,3600,₹16.10,3,59,90,0,http://scand.com/company/blog/top-programming-languages-to-use/
128,what are services in android,3600,₹0,1,61,81,0,http://scand.com/services/mobile-app-development/android-application-development-services/
129,python for web dev,3600,₹19.40,24,59,72,0,http://scand.com/company/blog/php-vs-python/
130,c ide,3600,₹0,1,60,69,0,http://scand.com/company/blog/best-c-and-c-plus-plus-ides-for-software-developers/
131,what are utilities software,3600,₹0,1,58,93,0,http://scand.com/industries/energy-and-utilities/
132,python for web development,3600,₹20.22,24,62,85,0,http://scand.com/company/blog/php-vs-python/
133,advantages of iot,3600,₹73.88,1,49,89,0,http://scand.com/company/blog/internet-of-things-in-smart-home/
134,python in web development,3600,₹20.22,24,56,79,0,http://scand.com/company/blog/php-vs-python/
135,python web development,3600,₹20.22,24,58,91,0,http://scand.com/company/blog/php-vs-python/
136,functional requirement,3600,₹0,1,66,92,0,http://scand.com/company/blog/functional-vs-non-functional-requirements/
137,oops advantages,3600,₹0,1,49,85,0,http://scand.com/company/blog/functional-programming-vs-oop/
138,infrastructure as code,3600,₹107.31,6,75,68,0,http://scand.com/company/blog/infrastructure-as-code/
139,differences between spring and spring boot,3600,₹0,1,49,80,0,http://scand.com/company/blog/pros-and-cons-of-using-spring-boot/
140,development technologies,2900,₹104.84,1,45,1,971,http://scand.com/technologies/
141,super app,2900,₹27.24,1,59,32,18,http://scand.com/company/blog/what-is-a-super-app/
142,eclipse ide for java,2900,₹30.13,1,59,10,6,http://scand.com/company/blog/eclipse-ide-for-java-developers/
143,api in banking,2900,₹0,1,41,30,5,http://scand.com/company/blog/banking-api/
144,technologies development,2900,₹104.84,1,67,16,4,http://scand.com/technologies/
145,eclipse ide java,2900,₹0,1,62,18,4,http://scand.com/company/blog/eclipse-ide-for-java-developers/
146,eclipse java ide,2900,₹0,1,64,18,4,http://scand.com/company/blog/eclipse-ide-for-java-developers/
147,development technology,2900,₹104.84,1,64,13,4,http://scand.com/technologies/
148,java ide eclipse,2900,₹0,1,63,23,3,http://scand.com/company/blog/eclipse-ide-for-java-developers/
149,technologies used,2900,₹0,1,62,17,2,http://scand.com/technologies/
150,super apps,2900,₹27.24,1,61,37,0,http://scand.com/company/blog/what-is-a-super-app/
151,api banking,2900,₹10.73,1,45,45,0,http://scand.com/company/blog/banking-api/
152,api for banking,2900,₹10.73,1,44,42,0,http://scand.com/company/blog/banking-api/
153,development of technology,2900,₹104.84,1,67,54,0,http://scand.com/technologies/
154,what is cicd,2900,₹13.62,2,71,91,0,http://scand.com/company/blog/what-is-cicd-pipeline-and-how-does-it-work/
155,what srs,2900,₹0,1,60,45,0,http://scand.com/company/blog/how-to-write-software-requirements-specification-srs/
156,superapp,2900,₹27.24,1,56,39,0,http://scand.com/company/blog/what-is-a-super-app/
157,or python,2900,₹30.13,1,63,44,0,http://scand.com/company/blog/php-vs-python/
158,application of embedded system,2900,₹16.92,1,38,89,0,http://scand.com/company/blog/all-you-need-to-know-about-embedded-systems-development/
159,what is ci cd pipeline,2900,₹4.95,5,65,75,0,http://scand.com/company/blog/what-is-cicd-pipeline-and-how-does-it-work/
160,what is nfc on phone,2900,₹1.65,1,73,68,0,http://scand.com/company/blog/what-are-nfc-mobile-payments-and-how-do-they-work/
161,development in technology,2900,₹104.84,1,67,83,0,http://scand.com/technologies/
162,define embedded systems,2900,₹16.10,2,62,96,0,http://scand.com/company/blog/all-you-need-to-know-about-embedded-systems-development/
163,java editor,2900,₹22.70,1,49,90,0,http://scand.com/company/blog/eclipse-ide-for-java-developers/
164,mobile wallet,2900,₹65.63,25,64,87,0,http://scand.com/company/blog/the-rise-of-mobile-wallets/
165,the development of technology,2900,₹104.84,1,71,79,0,http://scand.com/technologies/
166,staff augmentation,2900,₹80.48,9,48,55,0,http://scand.com/services/it-staff-augmentation/
167,javascript vs,2900,₹0,1,60,68,0,http://scand.com/company/blog/typescript-vs-javascript/
168,kotlin vs java,2900,₹5.37,1,52,63,0,http://scand.com/company/blog/java-vs-kotlin-for-android-app-development/
169,build management system,2900,₹25.18,19,43,68,0,http://scand.com/company/blog/how-to-build-a-good-complaint-management-system/
170,what is cicd pipeline,2900,₹4.95,5,63,56,0,http://scand.com/company/blog/what-is-cicd-pipeline-and-how-does-it-work/
171,paying with qr codes,2900,₹9.08,5,54,94,0,http://scand.com/company/blog/future-of-qr-code-payments/
172,banking apis,2900,₹0,1,48,69,0,http://scand.com/company/blog/banking-api/
173,bank with api,2900,₹0,1,42,62,0,http://scand.com/company/blog/banking-api/
174,banking api,2900,₹14.03,1,44,54,0,http://scand.com/company/blog/banking-api/
175,spring boot in java,2900,₹8.25,4,64,78,0,http://scand.com/company/blog/pros-and-cons-of-using-spring-boot/
176,blockchain development company,2900,₹172.53,18,44,75,0,http://scand.com/industries/blockchain/
177,blockchain development companies,2900,₹172.53,18,48,84,0,http://scand.com/industries/blockchain/
178,what is next js,2900,₹25.59,1,58,45,0,http://scand.com/company/blog/next-js-vs-react/
179,difference between and in javascript,2900,₹0,1,66,66,0,http://scand.com/company/blog/php-vs-javascript-difference-between/
180,application programming interface in banking,2900,₹0,1,43,36,0,http://scand.com/company/blog/banking-api/
181,software for c programing,2900,₹12.38,2,56,38,0,http://scand.com/company/blog/best-c-and-c-plus-plus-ides-for-software-developers/
182,games development company,2900,₹129.60,16,58,74,0,http://scand.com/services/mobile-app-development/mobile-game-development/
183,game development company,2900,₹129.60,16,49,61,0,http://scand.com/services/mobile-app-development/mobile-game-development/
184,java vs kotlin,2900,₹5.37,1,51,60,0,http://scand.com/company/blog/java-vs-kotlin-for-android-app-development/
185,qr code payment,2900,₹9.08,5,55,55,0,http://scand.com/company/blog/future-of-qr-code-payments/
186,vs in javascript,2900,₹0,1,66,46,0,http://scand.com/company/blog/php-vs-javascript-difference-between/
187,what are software utilities,2900,₹0,1,60,67,0,http://scand.com/industries/energy-and-utilities/
188,apis banking,2900,₹0,1,43,31,0,http://scand.com/company/blog/banking-api/
189,qr codes for payments,2900,₹9.08,5,53,72,0,http://scand.com/company/blog/future-of-qr-code-payments/
190,pay with qr code,2900,₹9.08,5,58,93,0,http://scand.com/company/blog/future-of-qr-code-payments/
191,uses java,2900,₹9.08,1,60,76,0,http://scand.com/company/blog/why-use-java-for-back-end-development/
192,bank api,2900,₹10.73,1,46,49,0,http://scand.com/company/blog/banking-api/
193,epub reader online,2400,₹24.35,1,35,26,3,http://scand.com/products/epubcloud/
194,laravel developers,2400,₹24.76,15,54,28,3,http://scand.com/technologies/laravel-development-company/
195,ember js,2400,₹52.83,1,69,22,2,http://scand.com/technologies/ember-js-development/
196,gpg,2400,₹0,1,72,31,1,http://scand.com/products/wingpg/
197,what is front end development,2400,₹15.68,6,66,33,1,http://scand.com/services/front-end-development-services/
198,what is srs in software engineering,2400,₹0,1,60,29,1,http://scand.com/company/blog/how-to-write-software-requirements-specification-srs/
199,laravel developer,2400,₹100.71,9,62,36,0,http://scand.com/technologies/laravel-development-company/
200,online reader epub,2400,₹24.35,1,35,67,0,http://scand.com/products/epubcloud/
201,quality software,2400,₹45.40,1,63,47,0,http://scand.com/company/blog/software-development-the-secret-of-success/
202,functional and non functional requirements in software engineering,2400,₹71.82,1,52,32,0,http://scand.com/wp-content/uploads/2021/07/Functional-vs-Non-Functional-Requirements-The-Definitive-Guide.pdf
203,project in node js,2400,₹10.32,4,53,87,0,http://scand.com/company/blog/node-js-2021-complete-guide/
204,functional and nonfunctional requirements in software engineering,2400,₹71.82,1,51,38,0,http://scand.com/wp-content/uploads/2021/07/Functional-vs-Non-Functional-Requirements-The-Definitive-Guide.pdf
205,3d software design,2400,₹13.62,31,65,98,0,http://scand.com/expertise/cad-software-development/
206,best ide java,2400,₹0,1,56,96,0,http://scand.com/company/blog/eclipse-ide-for-java-developers/
207,what is frontend development,2400,₹15.68,6,67,37,0,http://scand.com/services/front-end-development-services/
208,emberjs,2400,₹60.67,1,69,75,0,http://scand.com/technologies/ember-js-development/
209,banking features,2400,₹0,1,49,78,0,http://scand.com/company/blog/10-must-have-features-for-a-successful-banking-app/
210,bank apps,2400,₹8.25,11,50,96,0,http://scand.com/company/blog/10-must-have-features-for-a-successful-banking-app/
211,what is a front end developer,2400,₹9.91,6,62,45,0,http://scand.com/services/front-end-development-services/
212,what is front end developer,2400,₹9.91,6,62,58,0,http://scand.com/services/front-end-development-services/
213,which programming language is the best,2400,₹31.78,1,62,78,0,http://scand.com/company/blog/top-programming-languages-to-use/
214,software quality,2400,₹20.64,2,59,68,0,http://scand.com/company/blog/software-development-the-secret-of-success/
215,technologies in it,2400,₹49.94,1,51,46,0,http://scand.com/technologies/
216,web development language,2400,₹14.03,4,51,67,0,http://scand.com/company/blog/php-vs-python/
217,epub read online,2400,₹24.35,1,38,91,0,http://scand.com/products/epubcloud/
218,development of blockchain,2400,₹199.77,9,55,87,0,http://scand.com/industries/blockchain/
219,blockchain development,2400,₹199.77,9,62,91,0,http://scand.com/industries/blockchain/
220,developing blockchain,2400,₹199.77,9,55,90,0,http://scand.com/industries/blockchain/
221,wearables technology,2400,₹34.67,4,70,94,0,http://scand.com/company/blog/the-future-of-wearable-technology-in-healthcare/
222,ui designs mobile,2400,₹56.55,1,60,84,0,http://scand.com/company/blog/mobile-app-ui-design-guide/
223,ecommerce website project,2400,₹34.26,20,56,98,0,http://scand.com/company/blog/what-technology-stack-is-used-for-e-commerce-projects/
224,language for web development,2400,₹16.51,6,52,70,0,http://scand.com/company/blog/php-vs-python/
225,web developer service,2400,₹49.94,22,50,88,0,http://scand.com/services/front-end-development-services/
226,mobile ui designs,2400,₹56.55,1,64,91,0,http://scand.com/company/blog/mobile-app-ui-design-guide/
227,laravel php,2400,₹17.34,2,64,94,0,http://scand.com/company/blog/core-php-vs-laravel/
228,php laravel,2400,₹17.34,2,68,89,0,http://scand.com/company/blog/core-php-vs-laravel/
229,e commerce website projects,2400,₹26.83,17,58,81,0,http://scand.com/company/blog/what-technology-stack-is-used-for-e-commerce-projects/
230,embedded software,2400,₹14.86,6,62,52,0,http://scand.com/company/blog/best-tools-for-your-embedded-software-development/
231,car trends,2400,₹10.32,1,62,90,0,http://scand.com/company/blog/top-automotive-trends/
232,nfc support mobile,2400,₹0.83,98,64,66,0,http://scand.com/company/blog/what-are-nfc-mobile-payments-and-how-do-they-work/
233,wearables technologies,2400,₹34.67,4,66,68,0,http://scand.com/company/blog/the-future-of-wearable-technology-in-healthcare/
234,qualities of software,2400,₹20.64,2,59,71,0,http://scand.com/company/blog/software-development-the-secret-of-success/
235,frontend framework,2400,₹70.58,1,48,93,0,http://scand.com/company/blog/top-5-front-end-development-frameworks/
236,benefits from erp,1900,₹21.46,3,50,25,1,http://scand.com/company/blog/implementing-erp-system-advantages-and-disadvantages/
237,what is laravel,1900,₹2.06,1,63,64,0,http://scand.com/company/blog/what-is-laravel-used-for/
238,benefits of erp,1900,₹96.58,2,44,57,0,http://scand.com/company/blog/implementing-erp-system-advantages-and-disadvantages/
239,ui design for mobile,1900,₹16.92,1,68,91,0,http://scand.com/company/blog/mobile-app-ui-design-guide/
240,application architecture,1900,₹23.53,2,71,86,0,http://scand.com/company/blog/the-ultimate-guide-to-mobile-application-architecture/
241,srs document in software engineering,1900,₹0,1,56,49,0,http://scand.com/company/blog/how-to-write-software-requirements-specification-srs/
242,oops benefits,1900,₹0,1,48,81,0,http://scand.com/company/blog/functional-programming-vs-oop/
243,dbfs,1900,₹0,1,63,33,0,http://scand.com/products/dbfs/
244,best coding language,1900,₹14.03,3,60,87,0,http://scand.com/company/blog/top-programming-languages-to-use/
245,12 factor,1900,₹0,1,64,39,0,http://scand.com/company/blog/the-twelve-factor-app-methodology/
246,what is mvp,1900,₹11.56,1,61,87,0,http://scand.com/company/blog/what-is-an-mvp-and-why-you-should-use-it-in-2023/
247,benefits of oop,1900,₹0,1,45,96,0,http://scand.com/company/blog/functional-programming-vs-oop/
248,technology stack,1900,₹23.94,1,51,35,0,http://scand.com/company/blog/choosing-a-technology-stack/
249,applications architecture,1900,₹23.53,2,70,86,0,http://scand.com/company/blog/the-ultimate-guide-to-mobile-application-architecture/
250,what is java frameworks,1900,₹4.54,1,57,62,0,http://scand.com/company/blog/top-java-frameworks/
251,r a d stands for,1900,₹0,1,63,50,0,http://scand.com/wp-content/uploads/2020/08/Whitepaper-on-Waterfall-vs-RAD.pdf
252,stacks technology,1900,₹0,1,48,51,0,http://scand.com/company/blog/choosing-a-technology-stack/
253,what is spring boot in java,1900,₹22.29,1,69,56,0,http://scand.com/company/blog/pros-and-cons-of-using-spring-boot/
254,rad stands for,1900,₹0,1,66,50,0,http://scand.com/wp-content/uploads/2020/08/Whitepaper-on-Waterfall-vs-RAD.pdf
255,stack technologies,1900,₹23.94,1,47,58,0,http://scand.com/company/blog/choosing-a-technology-stack/
256,stack technology,1900,₹23.94,1,47,47,0,http://scand.com/company/blog/choosing-a-technology-stack/
257,technologies stack,1900,₹23.94,1,51,55,0,http://scand.com/company/blog/choosing-a-technology-stack/
258,app ui designs,1900,₹23.11,2,64,78,0,http://scand.com/company/blog/mobile-app-ui-design-guide/
259,cms companies,1900,₹62.74,4,62,98,0,http://scand.com/company/blog/best-ecommerce-cms/
260,best coding languages,1900,₹15.68,5,58,81,0,http://scand.com/company/blog/top-programming-languages-to-use/
261,what are frameworks in java,1900,₹0,1,58,58,0,http://scand.com/company/blog/top-java-frameworks/
262,what is front end,1900,₹13.21,1,69,43,0,http://scand.com/services/front-end-development-services/
263,project on e commerce,1900,₹14.03,4,64,30,0,http://scand.com/company/blog/ecommerce-project-management/
264,erp benefits,1900,₹21.46,3,44,59,0,http://scand.com/company/blog/implementing-erp-system-advantages-and-disadvantages/
265,node js development,1900,₹36.32,12,65,48,0,http://scand.com/technologies/node-js-development-company/
266,front end frameworks,1900,₹42.51,1,43,64,0,http://scand.com/company/blog/top-5-front-end-development-frameworks/
267,e commerce project,1900,₹14.03,4,64,48,0,http://scand.com/company/blog/ecommerce-project-management/
268,software development apps,1900,₹125.47,41,68,85,0,http://scand.com/company/blog/which-app-development-methodology-you-should-choose-in-2023/
269,apps ui design,1900,₹27.24,2,68,83,0,http://scand.com/company/blog/mobile-app-ui-design-guide/
270,ecommerce projects,1900,₹14.03,4,50,85,0,http://scand.com/company/blog/what-technology-stack-is-used-for-e-commerce-projects/
271,what are java frameworks,1900,₹23.11,1,59,58,0,http://scand.com/company/blog/top-java-frameworks/
272,symfony,1900,₹0,1,73,41,0,http://scand.com/company/blog/laravel-vs-symfony/
273,pwa application,1900,₹17.34,2,72,61,0,http://scand.com/services/web-application-development/progressive-web-app-development/
274,edi in e commerce,1900,₹82.96,1,53,83,0,http://scand.com/company/blog/what-are-edi-systems-software-solutions-2023/
275,isms stands for,1900,₹35.50,1,46,97,0,http://scand.com/company/blog/keeping-top-security/
276,web 3.0 technology,1900,₹52.42,20,70,34,0,http://scand.com/company/blog/how-is-web-3-0-changing-the-world-scand-overview/
